,movie,chapter,character,dialog,movie_number
6659,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Weasley... Barney Weasley.,7
6660,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Weasley, eh?  Wouldn't be related to that blood traitor Arthur Weasley, would you?",7
6661,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Piss off!  Arthur Weasley's ten times the wizard you are!,7
6662,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Worth ten times you if I can find him.  Wasn't you that tipped him off, was it?",7
6663,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"How 'bout you, lovely?  What do they call you...?",7
6664,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Penelope Clearwater.  Half-blood.,7
6665,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"You smell like vanilla, Penelope. I think you're going to be my favorite.",7
6666,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Snatcher,There's no Vernon Dudley on 'ere.,7
6667,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Fenrir Greyback,"Hear that, ugly?  The list says you're lying.  How come you don't want us to know who you are?  Hm?",7
6668,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,The list is wrong.  I told you who I am --,7
6669,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Change of plans, boys.  We won't be taking this lot to the Ministry.",7
6670,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,What did you put on me?,7
6671,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,A Stinging Jinx.,7
6672,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,How long will it last?,7
6673,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Not long.,7
6674,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Show me. Get Draco. Well?,7
6675,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Draco Malfoy,I can't be sure.,7
6676,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Lucius Malfoy,"Draco. Look closely, son. If we are the ones to hand Potter over to the Dark Lord... ...everything would be forgiven. All would be as it was, you understand?",7
6677,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Scabior,"Now, we won't be forgetting who actually caught him, I hope, Mr. Malfoy.",7
6678,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Lucius Malfoy,You dare to talk to me like that in my own house?,7
6679,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,"Lucius. Don't be shy, sweetie. Come over. Now, if this isn't who we think it is, Draco, and we call him, he'll kill us all. We need to be absolutely sure.",7
6680,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Draco Malfoy,What's wrong with his face?,7
6681,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,"Yes, what is wrong with his face?",7
6682,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Snatcher,"He came to us like that. Something he picked up in the forest, I reckon.",7
6683,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,"Or ran into a Stinging Jinx. Was it you, dearie? Give me her wand. We'll see what her last spell was. Ah. Got you. What is that? Where'd you get that from?",7
6684,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Snatcher,It was in her bag when we searched her. Reckon it's mine now. Are you mad? Go! Get out!,7
6685,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,"Cissy, put the boys in the cellar. I want to have a little conversation with this one, girl-to-girl.",7
6686,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Ron Weasley,What are we gonna do? We can't leave Hermione alone with her.,7
6687,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Luna Lovegood,Ron? Harry?,7
6688,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Harry Potter,Luna?,7
6689,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,That sword is meant to be in my vault at Gringotts. How did you get it? What else did you and your friends take from my vault?!,7
6690,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Hermione Granger,I didn't take anything. Please. I didn't take anything.,7
6691,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,I don't believe it.,7
6692,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Ron Weasley,We have to do something.,7
6693,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Garrick Ollivander,There's no way out of here. We've tried everything. It's enchanted.,7
6694,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Hermione Granger,Please! please!,7
6695,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Shut up!,7
6696,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Luna Lovegood,"You're bleeding, Harry. That's a curious thing to keep in your sock.",7
6697,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Harry Potter,Help us.,7
6698,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Ron Weasley,Let her go.,7
6699,Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Peter Pettigrew,"Shut up. Get back. You, goblin, come with me.",7
6700,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Aah!,7
6701,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Dobby? What are you doing here?,7
6702,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,"Dobby has come to rescue Harry Potter, of course. Dobby will always be there for Harry Potter.",7
6703,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,You can Apparate in and out of this room? Could you take us with you?,7
6704,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,"Of course, sir. I'm an elf.",7
6705,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Works for me.,7
6706,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,"Dobby, I want you to take Luna and Mr. Ollivander--",7
6707,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Shell Cottage on the outskirts of Tinworth. Trust me.,7
6708,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Luna Lovegood,"Whenever you're ready, sir.",7
6709,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Sir? I like her very much. Meet me at the top of the stairs in 10 seconds.,7
6710,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Peter Pettigrew,Ow.,7
6711,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Who gets his wand?,7
6712,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,"I'm only going to ask you once more, goblin. Think very, very carefully before you answer.",7
6713,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Griphook,I don't know.,7
6714,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,You don't know? Why weren't you doing your job? Who got into my vault? Who stole it? Who stole it? Well?,7
6715,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Griphook,"When I was last in your vault, the sword was there. Oh, well then, perhaps it just walked out on its own then.",7
6716,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Griphook,There is no place safer than Gringotts.,7
6717,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,"Liar! Consider yourself lucky, goblin. The same won't be said for this one.",7
6718,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Like hell.,7
6719,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Expellliarmus!,7
6720,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Stupefy.,7
6721,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,"Stop! Drop your wands. I said, drop them! Pick them up, Draco, now. Well, well, well, look what we have here. It's Harry Potter. He's all bright and shiny and new again, just in time for the Dark Lord. Call him. Call him.",7
6722,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Stupefy!,7
6723,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,Stupid elf. You could've killed me.,7
6724,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Dobby never meant to kill. Dobby only meant to maim or seriously injure.,7
6725,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,How dare you take a witch's wand? How dare you defy your masters?,7
6726,Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Dobby has no master. Dobby is a free elf. And Dobby has come to save Harry Potter and his friends.,7
6727,Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Harry Potter,Hermione. You're all right. We're safe. We're all safe.,7
6728,Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Dobby,Harry Potter.,7
6729,Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Harry Potter,"Dobby. Dobby. No, just-- Hold on. Hold on. Look, just hold on, okay? We'll fix you. Hermione will have something. In your bag. Hermione? Hermione? What is it? Help me.",7
6730,Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Dobby,Such a beautiful place... ...to be with friends. Dobby is happy to be with his friend... ...Harry Potter.,7
6731,Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Luna Lovegood,We should close his eyes. Don't you think? There. Now he could be sleeping.,7
6732,Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Harry Potter,I want to bury him. Properly. Without magic.,7
6733,Harry Potter and the Deathly Hallows Part 2,Shell Cottage,Luna Lovegood,It's beautiful here.,8
6734,Harry Potter and the Deathly Hallows Part 2,Shell Cottage,Bill Weasley,"It was our Aunt's. We used to come here as kids. The Order uses it now as a safe house -- what's left of us, at least.",8
6735,Harry Potter and the Deathly Hallows Part 2,Shell Cottage,Luna Lovegood,Muggles think these keep evil away. But they're wrong...,8
6736,Harry Potter and the Deathly Hallows Part 2,Shell Cottage,Harry Potter,I need to talk to the goblin.,8
6737,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,How are you?,8
6738,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,Alive.,8
6739,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,You probably don't remember --,8
6740,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,Yes.,8
6741,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,And brought me here.,8
6742,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,You are a very unusual wizard.,8
6743,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,Why did you leave Gringotts?,8
6744,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,Soon the Death Eaters will control it. That was unacceptable to me.,8
6745,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Ron Weasley,Then you're on our side.,8
6746,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,This is a wizard's war. I take no side.,8
6747,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,It is impossible.,8
6748,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,"Alone, yes. With you, no.",8
6749,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,How did you come by this sword?,8
6750,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,It's complicated. Why did Bellatrix Lestrange think it should be in her vault at Gringotts?,8
6751,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,It's complicated.,8
6752,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,The sword presented itself to us in a moment of need. We didn't steal it.,8
6753,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,"There is a sword in Madam Lestrange's vault identical to this one, but it is a fake. It was placed there this past summer.",8
6754,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,And she never suspected?,8
6755,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,The replica is very convincing. Only a goblin would recognize that this is the true Sword of Gryffindor.,8
6756,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Ron Weasley,Who put it there? The fake.,8
6757,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,"It was not my place to ask, nor did I desire to. There are more than a few curious things in the vaults at Gringotts.",8
6758,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,And in Madam Lestrange's vault as well?,8
6759,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,Perhaps.,8
6760,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,I have no interest in gold.,8
6761,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,Then what? The goblin twists the curl at his chin... then his eyes,8
6762,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,That is my price.,8
6763,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Griphook,"I have your word, Harry Potter, that you will give me the Sword of Gryffindor if I help you?",8
6764,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Hermione Granger,"Harry, are you thinking there's a Horcrux in Bellatrix's vault?",8
6765,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,"She was terrified when she thought we'd been in there. She kept asking you what else we'd taken. I'd bet anything there's a Horcrux there. If we find it, we can kill it. And if we kill it, we're one step closer to killing him.",8
6766,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Ron Weasley,And if we find one? How're we supposed to destroy it if we've given Griphook the sword?,8
6767,Harry Potter and the Deathly Hallows Part 2,Griphook's Price,Harry Potter,I'm still working on that part.,8
6768,Harry Potter and the Deathly Hallows Part 2,He's After You,Fleur Delacour,He's too weak.,8
6769,Harry Potter and the Deathly Hallows Part 2,He's After You,Garrick Ollivander,Forgive me if I don't get up.,8
6770,Harry Potter and the Deathly Hallows Part 2,He's After You,Harry Potter,"Mr. Ollivander, I need to ask you a few questions.",8
6771,Harry Potter and the Deathly Hallows Part 2,He's After You,Garrick Ollivander,"Anything, m'boy, anything.",8
6772,Harry Potter and the Deathly Hallows Part 2,He's After You,Harry Potter,"Can you identify these, sir?",8
